scientificName,decimalLongitude,decimalLatitude
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,11.82738,57.4576
Phoca vitulina,-122.56531,47.232947
Phoca vitulina,-67.538567,44.516842
Phoca vitulina,-68.204875,44.485173
Phoca vitulina,-66.087928,45.264237
Phoca vitulina,10.82675,58.99835
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-124.16,46.25
Phoca vitulina,-122.62438,48.275187
Phoca vitulina,10.82158,58.98497
Phoca vitulina,-69.94637,43.782572
Phoca vitulina,11.04441,58.82284
Phoca vitulina,12.05466,57.26156
Phoca vitulina,-68.75855,44.320867
Phoca vitulina,-122.66193,47.277648
Phoca vitulina,2.744354,51.143546
Phoca vitulina,-122.905341,47.141646
Phoca vitulina,-122.400694,48.109296
Phoca vitulina,-66.087928,45.264237
Phoca vitulina,-122.663451,47.216044
Phoca vitulina,10.82675,58.99835
Phoca vitulina,-68.457739,44.191549
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,-70.75,42.25
Phoca vitulina,-68.885767,44.190702
Phoca vitulina,11.04342,58.82411
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,-68.582568,44.245385
Phoca vitulina,-124.68,47.85
Phoca vitulina,11.74273,57.53232
Phoca vitulina,-122.466014,48.078013
Phoca vitulina,-122.821493,47.179531
Phoca vitulina,-68.622185,44.012415
Phoca vitulina,-122.668136,47.976725
Phoca vitulina,2.76361,51.64985
Phoca vitulina,-119.877207,34.405001
Phoca vitulina,10.82675,58.99835
Phoca vitulina,-68.605,43.978
Phoca vitulina,-122.912283,47.078925
Phoca vitulina,-67.539673,44.520227
Phoca vitulina,11.87373,57.50688
Phoca vitulina,-68.729,44.259
Phoca vitulina,11.03312,58.53279
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,-69.354833,43.8786
Phoca vitulina,-122.538261,48.344601
Phoca vitulina,-122.695482,47.110705
Phoca vitulina,11.00537,58.8413
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-75.47976,35.48082
Phoca vitulina,-68.791167,44.0461
Phoca vitulina,11.04751,58.55673
Phoca vitulina,11.34814,58.29337
Phoca vitulina,-67.703983,44.460333
Phoca vitulina,-67.574707,44.50575
Phoca vitulina,2.861989,51.210074
Phoca vitulina,-124.64167,43.2
Phoca vitulina,1.5557,50.4013
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,11.03884,58.57733
Phoca vitulina,-2,58.26667
Phoca vitulina,-119.874789,34.405459
Phoca vitulina,-122.474345,48.341076
Phoca vitulina,-122.888097,47.175103
Phoca vitulina,-122.507718,47.974578
Phoca vitulina,-119.877121,34.404275
Phoca vitulina,-1.5278,48.7287
Phoca vitulina,11.85492,57.37359
Phoca vitulina,-69.317983,43.850933
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,2.3367,51.0567
Phoca vitulina,11.83258,57.44617
Phoca vitulina,-1.6099,49.0993
Phoca vitulina,-67.569673,44.504883
Phoca vitulina,11.03213,58.53617
Phoca vitulina,12.1943,57.14467
Phoca vitulina,11.02347,58.58735
Phoca vitulina,3.139708,51.320585
Phoca vitulina,-122.543077,47.279566
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,-122.570555,47.239931
Phoca vitulina,-119.877994,34.405372
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,-122.51673,48.33637
Phoca vitulina,15.97173,56.17907
Phoca vitulina,11.06439,58.56944
Phoca vitulina,11.93687,57.3672
Phoca vitulina,2.744354,51.143546
Phoca vitulina,-118.504483,32.954
Phoca vitulina,11.02427,58.57864
Phoca vitulina,11.63974,57.82361
Phoca vitulina,11.60308,57.81933
Phoca vitulina,-70.040063,43.72056
Phoca vitulina,12.05467,57.26156
Phoca vitulina,-66.077674,45.269119
Phoca vitulina,-68.301,44.249
Phoca vitulina,-122.496089,47.311254
Phoca vitulina,-71.309167,41.72
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-133.6827,57.7482
Phoca vitulina,-68.976,44.286
Phoca vitulina,-122.87619,48.051244
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,1.5722,50.4583
Phoca vitulina,11.74558,57.53179
Phoca vitulina,1.6055,50.2341
Phoca vitulina,11.04503,58.59557
Phoca vitulina,-122.98217,47.610653
Phoca vitulina,4.17273,51.09413
Phoca vitulina,-68.664648,44.006645
Phoca vitulina,2.772893,51.172143
Phoca vitulina,11.07573,58.55648
Phoca vitulina,12.11821,57.19236
Phoca vitulina,-67.704883,44.4829
Phoca vitulina,11.64095,57.64891
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,10.98732,58.76029
Phoca vitulina,-69.151,43.974
Phoca vitulina,-122.921463,47.607872
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,2.3367,51.0567
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,11.18342,58.54662
Phoca vitulina,10.97932,58.77667
Phoca vitulina,-68.65,44.033
Phoca vitulina,-67.647144,44.500557
Phoca vitulina,-68.8298,44.236133
Phoca vitulina,-122.394512,48.175255
Phoca vitulina,11.03496,58.78823
Phoca vitulina,11.08039,58.55164
Phoca vitulina,-66.077674,45.269119
Phoca vitulina,-66.078419,45.267694
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-67.571183,44.514177
Phoca vitulina,2.892546,51.224631
Phoca vitulina,10.86604,58.97002
Phoca vitulina,10.99504,58.78256
Phoca vitulina,11.61315,57.84373
Phoca vitulina,11.02784,58.82193
Phoca vitulina,16.384,56.41867
Phoca vitulina,-70.983,42.367
Phoca vitulina,11.76934,57.66943
Phoca vitulina,-68.546858,44.180403
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,11.06983,58.56866
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,11.0522,58.58748
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-67.168498,44.891797
Phoca vitulina,-69.085,44.001017
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,-68.133997,44.463607
Phoca vitulina,-68.55905,44.16847
Phoca vitulina,-68.362,44.164
Phoca vitulina,-68.50909,44.185078
Phoca vitulina,11.88217,57.50571
Phoca vitulina,12.13608,57.18517
Phoca vitulina,-122.51427,47.308885
Phoca vitulina,-119.50589,33.983592
Phoca vitulina,-67.984,44.37
Phoca vitulina,-122.515826,48.143831
Phoca vitulina,-67.569673,44.504883
Phoca vitulina,-122.611467,47.941329
Phoca vitulina,-66.071022,45.271331
Phoca vitulina,-122.349808,47.843928
Phoca vitulina,-122.52949,48.108727
Phoca vitulina,10.97541,58.84589
Phoca vitulina,-68.486833,44.405623
Phoca vitulina,12.15524,57.14088
Phoca vitulina,11.34755,58.22338
Phoca vitulina,-122.692539,47.144442
Phoca vitulina,-122.327163,48.074095
Phoca vitulina,-119.88005,34.406051
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-68.7989,44.206233
Phoca vitulina,-122.682644,47.275252
Phoca vitulina,-122.579245,48.425308
Phoca vitulina,-67.566553,44.497318
Phoca vitulina,-68.82749,44.188293
Phoca vitulina,11.831,57.44962
Phoca vitulina,15.97654,56.18542
Phoca vitulina,11.61487,57.83606
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-119.4555,34.0205
Phoca vitulina,-122.872005,47.709713
Phoca vitulina,11.04751,58.55673
Phoca vitulina,11.73221,57.50516
Phoca vitulina,-122.81313,47.719573
Phoca vitulina,-122.676412,47.243725
Phoca vitulina,1.5502,50.3504
Phoca vitulina,-66.077674,45.269119
Phoca vitulina,-66.077674,45.269119
Phoca vitulina,11.03485,58.53864
Phoca vitulina,11.1787,58.54237
Phoca vitulina,11.36236,58.25428
Phoca vitulina,11.09262,58.54245
Phoca vitulina,-122.459001,47.725099
Phoca vitulina,-67.566553,44.497318
Phoca vitulina,-122.459897,48.27578
Phoca vitulina,10.83083,58.99109
Phoca vitulina,-68.86128,43.867082
Phoca vitulina,-68.726517,44.01455
Phoca vitulina,4.579898,51.134894
Phoca vitulina,11.33314,58.27196
Phoca vitulina,1.6055,50.2341
Phoca vitulina,-68.59681,44.061072
Phoca vitulina,-66.078419,45.267694
Phoca vitulina,11.34472,58.28262
Phoca vitulina,11.06983,58.56866
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,12.05228,57.26027
Phoca vitulina,-119.878774,34.404733
Phoca vitulina,11.35801,58.23631
Phoca vitulina,25.15,71.33
Phoca vitulina,11.35062,58.28418
Phoca vitulina,-66.08584,45.25954
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-68.368327,44.139412
Phoca vitulina,-68.791167,44.0461
Phoca vitulina,-122.794651,47.786864
Phoca vitulina,-139.554167,59.9605
Phoca vitulina,7.887592019,54.15673644
Phoca vitulina,-68.444849,44.187594
Phoca vitulina,10.9769,58.77726
Phoca vitulina,-122.787062,47.803001
Phoca vitulina,-122.377225,48.176371
Phoca vitulina,11.34755,58.22338
Phoca vitulina,-67.539877,44.475842
Phoca vitulina,11.0374,58.82436
Phoca vitulina,2.63119,51.122241
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-66.087928,45.264237
Phoca vitulina,11.73631,57.53351
Phoca vitulina,16.51103,56.28665
Phoca vitulina,4.301646,51.257994
Phoca vitulina,-123.0333,38.1167
Phoca vitulina,2.588026,51.104404
Phoca vitulina,11.08683,58.7424
Phoca vitulina,-122.929377,47.398246
Phoca vitulina,11.04682,58.5971
Phoca vitulina,-122.887778,47.710167
Phoca vitulina,-68.582568,44.245385
Phoca vitulina,11.90666,57.38752
Phoca vitulina,11.03942,58.58432
Phoca vitulina,11.74479,57.52856
Phoca vitulina,-0.83891,60.57235
Phoca vitulina,-66.077674,45.269119
Phoca vitulina,11.05232,58.54535
Phoca vitulina,-69.298067,43.922967
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,15.98181,56.1973
Phoca vitulina,-122.759476,47.668866
Phoca vitulina,-67.674083,44.511733
Phoca vitulina,11.03207,58.53404
Phoca vitulina,-68.56604,44.18853
Phoca vitulina,-68.715,44.253
Phoca vitulina,-0.4692,49.3378
Phoca vitulina,-122.555117,47.252899
Phoca vitulina,-133.466333,55.935167
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,4.417917,51.07575
Phoca vitulina,12.51873,56.83288
Phoca vitulina,-122.407205,47.375342
Phoca vitulina,-66.073899,45.272361
Phoca vitulina,-68.546158,44.18903
Phoca vitulina,10.9851,58.77759
Phoca vitulina,3.168542,51.331082
Phoca vitulina,-124.42667,42.40167
Phoca vitulina,11.88217,57.50571
Phoca vitulina,10.83136,58.97921
Phoca vitulina,-122.931557,47.141335
Phoca vitulina,-68.664852,44.070512
Phoca vitulina,-69.058658,44.018188
Phoca vitulina,2.0369,50.9986
Phoca vitulina,-122.578853,47.246099
Phoca vitulina,11.65305,57.81126
Phoca vitulina,-157.62833,56.50667
Phoca vitulina,-122.664727,47.949548
Phoca vitulina,-122.33993,47.97555
Phoca vitulina,-67.7075,44.486283
Halichoerus grypus,12.8114,55.3674
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,-59.687816,46.021958
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,18.97917,59.50233
Halichoerus grypus,-59.684475,46.022156
Halichoerus grypus,-2.211,56.892
Halichoerus grypus,-68.852936,43.633045
Halichoerus grypus,-3.983,57.633
Halichoerus grypus,-5.140794881,54.87151352
Halichoerus grypus,17.22133,58.53567
Halichoerus grypus,-59.684364,46.022544
Halichoerus grypus,17.1781,58.5792
Halichoerus grypus,-1.24422,44.72561
Halichoerus grypus,-63.249133,45.815309
Halichoerus grypus,18.83333,60.36733
Halichoerus grypus,17.525,60.82167
Halichoerus grypus,19.2945,58.38283
Halichoerus grypus,-59.684486,46.023688
Halichoerus grypus,-1.651,55.621
Halichoerus grypus,18.83333,60.36733
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,19.6165,59.6018
Halichoerus grypus,18.01667,59.33833
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,18.8026,59.066
Halichoerus grypus,-68.523283,44.088302
Halichoerus grypus,17.57067,58.6605
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,-63.24216,45.814649
Halichoerus grypus,21.9754,65.2272
Halichoerus grypus,-59.684881,46.024481
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,19.2945,58.3828
Halichoerus grypus,17.247,61.6335
Halichoerus grypus,-59.685463,46.023286
Halichoerus grypus,-69.729333,47.801
Halichoerus grypus,-2.07,59.27
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,-62.6815,44.6895
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,-59.684813,46.023205
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,1.6064,50.7692
Halichoerus grypus,24.31667,65.56333
Halichoerus grypus,17.2982,58.5852
Halichoerus grypus,17.1634,58.3105
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,-60.00256,43.92691
Halichoerus grypus,-59.684632,46.024651
Halichoerus grypus,23.8798,65.6218
Halichoerus grypus,-63.246587,45.815093
Halichoerus grypus,18.6027,58.9707
Halichoerus grypus,17.66433,62.04583
Halichoerus grypus,-59.684182,46.021596
Halichoerus grypus,-4.29226,48.18106
Halichoerus grypus,12.8114,55.3674
Halichoerus grypus,15.7016,55.94803
Halichoerus grypus,17.02117,58.57583
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,-4.3668,47.81282
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,16.8335,57.60333
Halichoerus grypus,-1.6426,56.25224
Halichoerus grypus,17.40483,58.6005
Halichoerus grypus,-1.55,57.75
Halichoerus grypus,-59.4048,45.2173
Halichoerus grypus,19.5708,59.5711
Halichoerus grypus,-3.214486334,54.05213566
Halichoerus grypus,18.97917,59.50233
Halichoerus grypus,-6.3859801,49.933899
Halichoerus grypus,-59.686562,46.02151
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,-59.684863,46.021489
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,18.97917,59.50233
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,-4.39581,48.65638
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,-63.249934,45.814883
Halichoerus grypus,19.3444,58.017
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,17.17517,58.31283
Halichoerus grypus,17.6268,58.7017
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,17.17183,58.50533
Halichoerus grypus,1.8383,50.9647
Halichoerus grypus,-59.685098,46.024491
Halichoerus grypus,-59.684312,46.020949
Halichoerus grypus,17.3773,61.5176
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,-5.983,58.117
Halichoerus grypus,-6.12067,58.493
Halichoerus grypus,12.80907,55.36583
Halichoerus grypus,19.90067,63.42783
Halichoerus grypus,19.6009,59.6212
Halichoerus grypus,19.8971,63.4277
Halichoerus grypus,27.23,70.98
Halichoerus grypus,-9.059851,52.663796
Halichoerus grypus,17.17833,61.46867
Halichoerus grypus,17.2228,58.5747
Halichoerus grypus,-2.57611,58.88446
Halichoerus grypus,-63.243634,45.815008
Halichoerus grypus,17.604,58.66267
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,19.7296,63.4019
Halichoerus grypus,19.2945,58.38283
Halichoerus grypus,17.40483,58.6005
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,18.797,59.07283
Halichoerus grypus,17.247,61.6335
Halichoerus grypus,22.788651,58.162063
Halichoerus grypus,18.8258,60.4285
Halichoerus grypus,18.9162,60.2388
Halichoerus grypus,-63.249546,45.815334
Halichoerus grypus,19.90067,63.42783
Halichoerus grypus,12.8114,55.3674
Halichoerus grypus,24.25,70.88
Halichoerus grypus,-4.28599,47.7896
Halichoerus grypus,17.247,61.6335
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,17.10267,58.381
Halichoerus grypus,17.19617,58.58033
Halichoerus grypus,18.06667,57.3
Halichoerus grypus,18.0623,57.3126
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,17.247,61.6335
Halichoerus grypus,18.97917,59.50233
Halichoerus grypus,17.7184,58.7717
Halichoerus grypus,-6.250022,49.953909
Halichoerus grypus,20.0259,63.4127
Halichoerus grypus,18.97917,59.50233
Halichoerus grypus,-59.68479,46.023404
Halichoerus grypus,18.01667,59.33833
Halichoerus grypus,20.0001,63.4132
Halichoerus grypus,19.2945,58.3828
Halichoerus grypus,18.9978,59.5265
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,-1.88162,46.63486
Halichoerus grypus,17.17517,58.31283
Halichoerus grypus,-63.248493,45.814052
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,-66.4895,44.2895
Halichoerus grypus,-63.245846,45.814584
Halichoerus grypus,-6.400684,49.870362
Halichoerus grypus,-59.687331,46.022793
Halichoerus grypus,18.2437,57.0587
Halichoerus grypus,22.991028,58.98579
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,17.604,58.66267
Halichoerus grypus,-60.04585,43.93161
Halichoerus grypus,-59.684201,46.021715
Halichoerus grypus,23.8798,65.6218
Halichoerus grypus,16.3749,56.4176
Halichoerus grypus,18.01667,59.33833
Halichoerus grypus,-63.244976,45.814307
Halichoerus grypus,3.08055,51.528033
Halichoerus grypus,19.6127,59.6218
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,-63.242785,45.815199
Halichoerus grypus,-59.684387,46.024175
Halichoerus grypus,-1.43451,46.19691
Halichoerus grypus,17.56333,62.34333
Halichoerus grypus,-5.178279153,54.95146598
Halichoerus grypus,-1.88162,46.63486
Halichoerus grypus,19.36367,58.02867
Halichoerus grypus,-2.2562,48.6352
Halichoerus grypus,17.57067,58.6605
Halichoerus grypus,-63.244328,45.815059
Halichoerus grypus,-1.61819,49.64115
Halichoerus grypus,15.95,56.425
Halichoerus grypus,-7.783,58.283
Halichoerus grypus,22.392925,58.790622
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,17.02117,58.57583
Halichoerus grypus,-59.685386,46.024332
Halichoerus grypus,17.66433,62.04583
Halichoerus grypus,-63.24917,45.815182
Halichoerus grypus,17.66433,62.04583
Halichoerus grypus,-3.467,58.117
Halichoerus grypus,3.028073,51.278989
Halichoerus grypus,-63.243162,45.815108
Halichoerus grypus,17.40483,58.6005
Halichoerus grypus,-59.685068,46.021479
Halichoerus grypus,18.8026,59.066
Halichoerus grypus,18.97917,59.50233
Halichoerus grypus,22.79333,65.4755
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,17.3773,61.5176
Halichoerus grypus,-59.685591,46.021404
Halichoerus grypus,-4.6792,48.5678
Halichoerus grypus,11.03392,58.58513
Halichoerus grypus,-63.248715,45.815328
Halichoerus grypus,16.1771,56.479
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,17.1634,58.3105
Halichoerus grypus,17.61567,58.704
Halichoerus grypus,22.6165,65.28133
Halichoerus grypus,-59.686725,46.022217
Halichoerus grypus,-63.154833,48.203
Halichoerus grypus,-4.86297,48.0388
Halichoerus grypus,-1.44437,46.22544
Halichoerus grypus,17.525,60.82167
Halichoerus grypus,19.36367,58.02867
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,-66.38667,44.32017
Halichoerus grypus,-4.3668,47.81282
Halichoerus grypus,-63.242902,45.814778
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,-2.54546,47.29219
Halichoerus grypus,23.8798,65.6218
Halichoerus grypus,18.83333,60.36733
Halichoerus grypus,-4.27042,48.15741
Halichoerus grypus,11.72702,57.52739
Halichoerus grypus,-63.250035,45.815085
Halichoerus grypus,17.142,58.38517
Halichoerus grypus,21.9441,65.2233
Halichoerus grypus,16.8335,57.60333
Halichoerus grypus,18.01667,59.33833
Halichoerus grypus,-1.733,59.05
Halichoerus grypus,17.17517,58.31283
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,19.0885,59.5148
Halichoerus grypus,-59.688544,46.021294
Halichoerus grypus,18.797,59.07283
Halichoerus grypus,-4.605738974,54.06599612
Halichoerus grypus,-59.685712,46.021591
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,12.14038,57.16996
Halichoerus grypus,-59.684994,46.023722
Halichoerus grypus,17.40483,58.6005
Halichoerus grypus,17.525,60.82167
Halichoerus grypus,18.97917,59.50233
Halichoerus grypus,18.197,57.0137
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,19.2945,58.3828
Halichoerus grypus,-63.246789,45.814688
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,-59.686436,46.023126
Halichoerus grypus,-66.39917,44.33367
Halichoerus grypus,16.8335,57.60333
Halichoerus grypus,-59.687399,46.022801
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,-6.3859801,49.933899
Halichoerus grypus,17.17517,58.31283
Halichoerus grypus,-3.25107,56.03075
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,18.01667,59.33833
Halichoerus grypus,-6.41266,52.329833
Halichoerus grypus,19.10667,60.31533
Halichoerus grypus,-66.34533,44.34183
Halichoerus grypus,-59.686165,46.023082
Halichoerus grypus,23.8798,65.6218
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,18.83333,60.36733
Halichoerus grypus,-4.01287,58.62301
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,-59.685761,46.023677
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,17.247,61.6335
Halichoerus grypus,17.2248,58.536
Halichoerus grypus,18.3523,56.9616
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,-3.14637611,54.07527711
Halichoerus grypus,18.83333,60.36733
Halichoerus grypus,22.788651,58.162063
Halichoerus grypus,-69.073608,43.965552
Halichoerus grypus,-4.60919,52.1417
Halichoerus grypus,19.5009,59.6241
Halichoerus grypus,12.8114,55.3674
Halichoerus grypus,18.797,59.07283
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,-2.00906,46.74673
Halichoerus grypus,20.038,63.4332
Halichoerus grypus,-59.684748,46.023552
Halichoerus grypus,-3.204418344,54.23201928
Halichoerus grypus,3.22,56.55
Halichoerus grypus,-3.5788,48.7816
Halichoerus grypus,18.797,59.07283
Halichoerus grypus,-59.687326,46.022863
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,-6.371088,49.897787
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,-59.9517,46.65
Halichoerus grypus,-59.685811,46.022179
Halichoerus grypus,17.40483,58.6005
Halichoerus grypus,16.3971,56.1921
Halichoerus grypus,-4.71068,48.03237
Halichoerus grypus,-59.686743,46.021336
Halichoerus grypus,-7.03333,57.68333
Halichoerus grypus,17.3773,61.5176
Halichoerus grypus,-59.685199,46.023345
Halichoerus grypus,19.3859,59.6026
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,-3.2581652,54.98650518
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,-63.24655,45.814671
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,17.525,60.82167
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,-59.83379,43.93664
Halichoerus grypus,18.2693,58.8613
Halichoerus grypus,-2.717,56.183
Halichoerus grypus,2.5,54.5
Halichoerus grypus,-59.685335,46.024039
Halichoerus grypus,-1.5,55.7
Halichoerus grypus,17.3057,58.589
Halichoerus grypus,-4.682641595,54.07329627
Halichoerus grypus,18.83333,60.36733
Halichoerus grypus,23.8615,65.63533
Halichoerus grypus,17.525,60.82167
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,-6.398863,49.867948
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,-63.244158,45.814952
Halichoerus grypus,16.8277,57.6031
Halichoerus grypus,-71.5663,41.3717
Halichoerus grypus,19.36367,58.02867
Halichoerus grypus,17.6267,62.0175
Halichoerus grypus,18.797,59.07283
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,17.17183,58.50533
Halichoerus grypus,3.242598,51.344286
Halichoerus grypus,1.62877,50.49117
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,17.1351,58.3838
Halichoerus grypus,-59.683733,46.022988
Halichoerus grypus,17.604,58.66267
Halichoerus grypus,18.0623,57.3126
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,-59.68825,46.021273
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,-4.39581,48.65638
Halichoerus grypus,17.3773,61.5176
Halichoerus grypus,-1.43629,43.70916
Halichoerus grypus,18.01667,59.33833
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,-4.52945,48.6294
Halichoerus grypus,-59.684304,46.022344
Halichoerus grypus,-4.21049,48.6694
Halichoerus grypus,23.087623,58.938102
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,1.9521,50.9894
Halichoerus grypus,17.2228,58.5747
Halichoerus grypus,-61.917,46.4636
Halichoerus grypus,18.01667,59.33833
Halichoerus grypus,17.2602,58.553
Halichoerus grypus,19.63667,59.613
Halichoerus grypus,17.17183,58.50533
Halichoerus grypus,-3.46412,47.63616
Halichoerus grypus,23.8615,65.63533
Halichoerus grypus,19.10667,60.31533
Halichoerus grypus,-3.261665849,54.09659634
Halichoerus grypus,-59.684119,46.022004
Halichoerus grypus,19.2945,58.38283
Halichoerus grypus,-4.761359043,54.10748127
Halichoerus grypus,1.6245,50.5207
Halichoerus grypus,-8.66667,57.85
Halichoerus grypus,22.0475,65.25
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,1.5911,50.8704
Halichoerus grypus,15.95,56.425
Halichoerus grypus,23.8798,65.6218
Halichoerus grypus,-59.685089,46.02458
Halichoerus grypus,-3.452,48.816
Halichoerus grypus,-4.52945,48.6294
Halichoerus grypus,-4.64639,52.1378
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,-59.686113,46.023225
Halichoerus grypus,-1.32781,44.08615
Halichoerus grypus,17.36433,61.5235
Halichoerus grypus,19.2945,58.38283
Halichoerus grypus,-1.798,55.691
Halichoerus grypus,-59.686141,46.023352
Halichoerus grypus,-72.204,41.307
Halichoerus grypus,-59.684667,46.023554
Halichoerus grypus,-3.263031431,54.14152808
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,18.8026,59.066
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,12.91667,55.4
Halichoerus grypus,1.5782,50.5952
Halichoerus grypus,-59.685769,46.023677
Halichoerus grypus,22.79333,65.4755
Halichoerus grypus,12.8114,55.3674
Halichoerus grypus,-59.683506,46.023722
Halichoerus grypus,-4.60807,48.59744
Halichoerus grypus,16.16667,56.48667
Halichoerus grypus,19.6127,59.6218
Halichoerus grypus,-59.684409,46.022181
Halichoerus grypus,18.83333,60.36733
Halichoerus grypus,-59.68539,46.023696
Halichoerus grypus,18.01667,59.33833
Halichoerus grypus,20.03017,63.41367
Halichoerus grypus,-4.32614,48.66775
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,17.17517,58.31283
Halichoerus grypus,23.8798,65.6218
Halichoerus grypus,18.197,57.01367
Halichoerus grypus,22.0475,65.25
Halichoerus grypus,18.97917,59.50233
Halichoerus grypus,18.619,62.9463
Halichoerus grypus,16.8335,57.60333
Halichoerus grypus,-4.3668,47.81282
Halichoerus grypus,-70.288116,43.441643
Halichoerus grypus,-59.684456,46.02077
Halichoerus grypus,17.57067,58.6605
